"Individual","LID","geladintestivirus_1","geladintestivirus_2","geladintestivirus_3","geladintestivirus_4","geladintestivirus_5","geladintestivirus_6","gel_1_pres_10","gel_2_pres_10","gel_3_pres_10","gel_4_pres_10","gel_5_pres_10","gel_6_pres_10","SampleDate","SampleType","NbReads","Sex","AgeDay","AgeMonth","AgeYear","SampleMonth","SampleYear","Season","Humidity","Temp","Rain90","PairedSample","LID_PairedSample","richness.10","any_intest","wean_date","weaned","mat_date","dob","avg_wean","weaned2","plot_crass_10","dev_stage"
"MOA","LID_106005",97.5,0,0,12,0,10.2,1,0,0,1,0,1,"2018-06-17","infant",9833927,"F",362,11.86885246,0.991780822,6,2018,"ColdWet","Wet","Cold",362.3,0,NA,3,1,2018-05-05,1,NA,2017-06-20,2018-12-20,2,"intestivirid","weaned"
"MOA","LID_106265",0,0,15.8,0,0,0,0,0,1,0,0,0,"2019-08-22","infant",10021453,"F",793,26,2.17260274,8,2019,"ColdWet","Wet","Cold",1162.47,0,NA,1,1,2018-05-05,1,NA,2017-06-20,2018-12-20,2,"intestivirid","weaned"
"MOY","LID_108397",0,0,0,0,0,0,0,0,0,0,0,0,"2017-08-12","infant",10876234,"F",629,20.62295082,1.723287671,8,2017,"ColdWet","Wet","Cold",1158.4,0,NA,0,0,2016-12-25,1,2021-08-23,2015-11-22,2017-05-22,2,"no intestivirid","weaned"
"MOY","LID_106599",0,0,0,16.8,0,0,0,0,0,1,0,0,"2018-04-16","infant",17269535,"F",876,28.72131148,2.4,4,2018,"HotDry","Dry","Hot",28.1,0,NA,1,1,2016-12-25,1,2021-08-23,2015-11-22,2017-05-22,2,"intestivirid","weaned"
"MOY","LID_105965",0,0,0,0,0,0,0,0,0,0,0,0,"2017-06-09","infant",15566425,"F",565,18.52459016,1.547945205,6,2017,"ColdWet","Wet","Cold",545,0,NA,0,0,2016-12-25,1,2021-08-23,2015-11-22,2017-05-22,2,"no intestivirid","weaned"
"MOY","LID_106273",0,0,0,0,0,0,0,0,0,0,0,0,"2016-04-11","infant",8820535,"F",141,4.62295082,0.38630137,4,2016,"HotDry","Dry","Hot",64.4,1,"LID_105986",0,0,2016-12-25,0,2021-08-23,2015-11-22,2017-05-22,1,"no intestivirid","unweaned"
"MOY","LID_106270",0,0,0,0,0,0,0,0,0,0,0,0,"2016-06-12","infant",13344526,"F",203,6.655737705,0.556164384,6,2016,"ColdWet","Wet","Cold",415,1,"LID_106290",0,0,2016-12-25,0,2021-08-23,2015-11-22,2017-05-22,1,"no intestivirid","unweaned"
"MOY","LID_106266",87,0,0,0,0,18.1,1,0,0,0,0,1,"2019-08-22","infant",27058945,"F",1369,44.8852459,3.750684932,8,2019,"ColdWet","Wet","Cold",1162.47,0,NA,2,1,2016-12-25,1,2021-08-23,2015-11-22,2017-05-22,2,"intestivirid","weaned"
"MOY","LID_108428",0,0,0,0,0,0,0,0,0,0,0,0,"2016-02-03","infant",10851953,"F",73,2.393442623,0.2,2,2016,"HotDry","Dry","Hot",205.3,1,"LID_108309",0,0,2016-12-25,0,2021-08-23,2015-11-22,2017-05-22,1,"no intestivirid","unweaned"
"MUD","LID_106293",0,0,0,70.6,0,0,0,0,0,1,0,0,"2018-10-04","infant",9329132,"F",610,20,1.671232877,10,2018,"ColdDry","Dry","Cold",1079.9,0,NA,1,1,NA,1,NA,2017-02-01,2018-08-01,2,"intestivirid","weaned"
"MUD","LID_106009",0,0,39.9,0,0,0,0,0,1,0,0,0,"2017-12-06","infant",13285935,"F",308,10.09836066,0.843835616,12,2017,"ColdDry","Dry","Cold",381.8,1,"LID_105974",1,1,NA,0,NA,2017-02-01,2018-08-01,1,"intestivirid","unweaned"
"MUD","LID_105969",0,100,0,0,0,0,0,1,0,0,0,0,"2018-02-01","infant",11210221,"F",365,11.96721311,1,2,2018,"HotDry","Dry","Hot",27.2,1,"LID_108416 or LID_106595",1,1,NA,0,NA,2017-02-01,2018-08-01,1,"intestivirid","unweaned"
"MUD","LID_108392",0,0,0,0,22,0,0,0,0,0,1,0,"2017-06-10","infant",11038336,"F",129,4.229508197,0.353424658,6,2017,"ColdWet","Wet","Cold",539.1,0,NA,1,1,NA,0,NA,2017-02-01,2018-08-01,1,"intestivirid","unweaned"
"MUD","LID_106278",0,0,0,0,0,0,0,0,0,0,0,0,"2017-08-12","infant",8905930,"F",192,6.295081967,0.526027397,8,2017,"ColdWet","Wet","Cold",1158.4,1,"LID_108286",0,0,NA,0,NA,2017-02-01,2018-08-01,1,"no intestivirid","unweaned"
"MUD","LID_106292",0,0,0,0,0,0,0,0,0,0,0,0,"2019-11-13","infant",9090773,"F",1015,33.27868852,2.780821918,11,2019,"ColdDry","Dry","Cold",734.0666667,0,NA,0,0,NA,1,NA,2017-02-01,2018-08-01,2,"no intestivirid","weaned"
"MUD","LID_107905",0,13.8,0,0,10.3,0,0,1,0,0,1,0,"2019-03-13","infant",57600699,"F",770,25.24590164,2.109589041,3,2019,"HotDry","Dry","Hot",7.5,0,NA,2,1,NA,1,NA,2017-02-01,2018-08-01,2,"intestivirid","weaned"
"MUD","LID_105869",0,98.1,0,0,0,0,0,1,0,0,0,0,"2018-04-10","infant",12506798,"F",433,14.19672131,1.18630137,4,2018,"HotDry","Dry","Hot",28.1,0,NA,1,1,NA,0,NA,2017-02-01,2018-08-01,1,"intestivirid","unweaned"
"MUD","LID_108415",0,11.7,30.1,0,41.7,39.4,0,1,1,0,1,1,"2017-10-05","infant",9910787,"F",246,8.06557377,0.673972603,10,2017,"ColdDry","Dry","Cold",1083.1,1,"LID_108412",4,1,NA,0,NA,2017-02-01,2018-08-01,1,"intestivirid","unweaned"
"MUD","LID_105976",0,0,81.2,18.7,0,87,0,0,1,1,0,1,"2018-07-12","infant",10240850,"F",526,17.24590164,1.44109589,7,2018,"ColdWet","Wet","Cold",697.5,0,NA,3,1,NA,0,NA,2017-02-01,2018-08-01,1,"intestivirid","unweaned"
"PAO","LID_105998",0,0,0,0,24.5,10,0,0,0,0,1,1,"2018-03-27","adult",10531404,"M",3909,128.1639344,10.70958904,3,2018,"HotDry","Dry","Hot",5.2,0,NA,2,1,NA,1,NA,2007-07-14,2009-01-14,3,"intestivirid","adult"
"PEE","LID_105980",0,15.3,17.1,11.6,0,100,0,1,1,1,0,1,"2018-08-14","adult",32170049,"M",3482,114.1639344,9.539726027,8,2018,"ColdWet","Wet","Cold",1037.4,0,NA,4,1,NA,1,NA,2009-01-31,2010-07-31,3,"intestivirid","adult"
"SEG","LID_106000",0,11.6,0,24.5,0,0,0,1,0,1,0,0,"2018-04-20","adult",22937279,"M",4994,163.7377049,13.68219178,4,2018,"HotDry","Dry","Hot",28.1,0,NA,2,1,NA,1,NA,2004-08-17,2006-02-17,3,"intestivirid","adult"
"SHW","LID_106280",0,60.9,0,0,12.3,24.6,0,1,0,0,1,1,"2018-05-10","adult",9033293,"M",3321,108.8852459,9.098630137,5,2018,"HotDry","Dry","Hot",97.6,0,NA,3,1,NA,1,NA,2009-04-06,2010-10-06,3,"intestivirid","adult"
"VEA","LID_106637",0,0,0,0,98.6,70.7,0,0,0,0,1,1,"2018-12-07","infant",28078107,"F",260,8.524590164,0.712328767,12,2018,"ColdDry","Dry","Cold",355.5,1,"LID_106594",2,1,NA,0,NA,2018-03-22,2019-09-22,1,"intestivirid","unweaned"
"VEA","LID_106615",0,0,0,0,0,0,0,0,0,0,0,0,"2018-09-13","infant",8895443,"F",175,5.737704918,0.479452055,9,2018,"ColdWet","Wet","Cold",1237.5,1,"LID_105949",0,0,NA,0,NA,2018-03-22,2019-09-22,1,"no intestivirid","unweaned"
"VEA","LID_107900",0,0,0,50.4,0,0,0,0,0,1,0,0,"2020-03-06","infant",6972832,"F",715,23.44262295,1.95890411,3,2020,"HotDry","Dry","Hot",10.4,0,NA,1,1,NA,1,NA,2018-03-22,2019-09-22,2,"intestivirid","weaned"
"VEA","LID_108406",11.3,10,0,0,0,0,1,1,0,0,0,0,"2018-04-07","infant",14193272,"F",16,0.524590164,0.043835616,4,2018,"HotDry","Dry","Hot",28.1,1,"LID_106638",2,1,NA,0,NA,2018-03-22,2019-09-22,1,"intestivirid","unweaned"
"VEA","LID_106616",0,0,19.8,0,52.9,26.6,0,0,1,0,1,1,"2019-08-24","infant",12873948,"F",520,17.04918033,1.424657534,8,2019,"ColdWet","Wet","Cold",1211.97,0,NA,3,1,NA,0,NA,2018-03-22,2019-09-22,1,"intestivirid","unweaned"
"VIE","LID_106594",0,21,0,18,0,0,0,1,0,1,0,0,"2018-12-07","adult",31497953,"F",4289,140.6229508,11.75068493,12,2018,"ColdDry","Dry","Cold",355.5,1,"LID_106637",2,1,2008-09-11,1,2011-07-03,2007-03-11,2008-09-11,3,"intestivirid","adult"
"VIE","LID_105949",0,0,0,10.7,0,0,0,0,0,1,0,0,"2018-09-13","adult",19990386,"F",4204,137.8360656,11.51780822,9,2018,"ColdWet","Wet","Cold",1237.5,1,"LID_106615",1,1,2008-09-11,1,2011-07-03,2007-03-11,2008-09-11,3,"intestivirid","adult"
"VIE","LID_105935",0,0,0,0,0,17.5,0,0,0,0,0,1,"2018-05-17","adult",16329325,"F",4085,133.9344262,11.19178082,5,2018,"HotDry","Dry","Hot",98.6,0,NA,1,1,2008-09-11,1,2011-07-03,2007-03-11,2008-09-11,3,"intestivirid","adult"
"VIE","LID_106638",0,0,0,0,0,0,0,0,0,0,0,0,"2018-04-07","adult",19522592,"F",4045,132.6229508,11.08219178,4,2018,"HotDry","Dry","Hot",28.1,1,"LID_108406",0,0,2008-09-11,1,2011-07-03,2007-03-11,2008-09-11,3,"no intestivirid","adult"
"VIE","LID_105947",0,0,0,18,0,0,0,0,0,1,0,0,"2019-01-07","adult",13314278,"F",4320,141.6393443,11.83561644,1,2019,"ColdDry","Dry","Cold",218.9,0,NA,1,1,2008-09-11,1,2011-07-03,2007-03-11,2008-09-11,3,"intestivirid","adult"
"VIQ","LID_106271",0,0,0,0,0,0,0,0,0,0,0,0,"2016-04-13","infant",6179166,"M",297,9.737704918,0.81369863,4,2016,"HotDry","Dry","Hot",64.9,1,"LID_106596",0,0,2016-07-16,0,NA,2015-06-21,2016-12-21,1,"no intestivirid","unweaned"
"VIQ","LID_105925",32,17,11,50.1,0,21.3,1,1,1,1,0,1,"2018-03-02","infant",11936253,"M",985,32.29508197,2.698630137,3,2018,"HotDry","Dry","Hot",2.2,0,NA,5,1,2016-07-16,1,NA,2015-06-21,2016-12-21,2,"intestivirid","weaned"
"VIQ","LID_105928",17,15.8,0,15.6,21.1,21.4,1,1,0,1,1,1,"2018-06-02","infant",30306549,"M",1077,35.31147541,2.950684932,6,2018,"ColdWet","Wet","Cold",235.1,0,NA,5,1,2016-07-16,1,NA,2015-06-21,2016-12-21,2,"intestivirid","weaned"
"VIQ","LID_108429",0,0,0,0,0,0,0,0,0,0,0,0,"2016-02-13","infant",11513513,"M",237,7.770491803,0.649315068,2,2016,"HotDry","Dry","Hot",83.2,1,"LID_108289",0,0,2016-07-16,0,NA,2015-06-21,2016-12-21,1,"no intestivirid","unweaned"
"VIQ","LID_108427",0,0,0,0,0,0,0,0,0,0,0,0,"2015-10-29","infant",9897528,"M",130,4.262295082,0.356164384,10,2015,"ColdDry","Dry","Cold",623.5,0,NA,0,0,2016-07-16,0,NA,2015-06-21,2016-12-21,1,"no intestivirid","unweaned"
"VIQ","LID_105977",0,0,0,0,0,0,0,0,0,0,0,0,"2017-11-25","infant",6571594,"M",888,29.1147541,2.432876712,11,2017,"ColdDry","Dry","Cold",510.3,0,NA,0,0,2016-07-16,1,NA,2015-06-21,2016-12-21,2,"no intestivirid","weaned"
"VIQ","LID_105957",0,0,0,0,0,0,0,0,0,0,0,0,"2017-06-10","infant",8139411,"M",720,23.60655738,1.97260274,6,2017,"ColdWet","Wet","Cold",539.1,0,NA,0,0,2016-07-16,1,NA,2015-06-21,2016-12-21,2,"no intestivirid","weaned"
"VIQ","LID_106613",92.8,0,0,0,0,0,1,0,0,0,0,0,"2016-07-01","infant",8704431,"M",376,12.32786885,1.030136986,7,2016,"ColdWet","Wet","Cold",656,0,NA,1,1,2016-07-16,0,NA,2015-06-21,2016-12-21,1,"intestivirid","unweaned"
"VIQ","LID_108302",70.8,11.6,0,0,0,0,1,1,0,0,0,0,"2017-08-21","infant",9270058,"M",792,25.96721311,2.169863014,8,2017,"ColdWet","Wet","Cold",1153,0,NA,2,1,2016-07-16,1,NA,2015-06-21,2016-12-21,2,"intestivirid","weaned"
"VIQ","LID_106619",0,0,0,0,0,0,0,0,0,0,0,0,"2019-01-09","infant",7269310,"M",1298,42.55737705,3.556164384,1,2019,"ColdDry","Dry","Cold",161.9,0,NA,0,0,2016-07-16,1,NA,2015-06-21,2016-12-21,2,"no intestivirid","weaned"
"VIX","LID_106596",0,0,0,0,0,0,0,0,0,0,0,0,"2016-04-13","adult",23839797,"F",3056,100.1967213,8.37260274,4,2016,"HotDry","Dry","Hot",64.9,1,"LID_106271",0,0,2009-06-01,1,2012-09-15,2007-12-01,2009-06-01,3,"no intestivirid","adult"
"VIX","LID_108289",0,0,0,0,0,24.2,0,0,0,0,0,1,"2016-02-13","adult",11009520,"F",2996,98.2295082,8.208219178,2,2016,"HotDry","Dry","Hot",83.2,1,"LID_108429",1,1,2009-06-01,1,2012-09-15,2007-12-01,2009-06-01,3,"intestivirid","adult"
"VOL","LID_106264",0,0,0,0,0,0,0,0,0,0,0,0,"2019-11-26","infant",13104713,"M",690,22.62295082,1.890410959,11,2019,"ColdDry","Dry","Cold",654.5666667,0,NA,0,0,NA,1,NA,2018-01-05,2019-07-05,2,"no intestivirid","weaned"
"VOL","LID_105987",0,0,45.8,12.6,0,0,0,0,1,1,0,0,"2018-11-07","infant",9855617,"M",306,10.03278689,0.838356164,11,2018,"ColdDry","Dry","Cold",737.5,1,"LID_105973",2,1,NA,0,NA,2018-01-05,2019-07-05,1,"intestivirid","unweaned"
"VOL","LID_108426",0,0,0,0,0,0,0,0,0,0,0,0,"2018-01-26","infant",1880098,"M",21,0.68852459,0.057534247,1,2018,"ColdDry","Dry","Cold",27.6,1,"LID_106008",0,0,NA,0,NA,2018-01-05,2019-07-05,1,"no intestivirid","unweaned"
"VOL","LID_106630",0,0,0,0,0,0,0,0,0,0,0,0,"2018-02-19","infant",14981508,"M",45,1.475409836,0.123287671,2,2018,"HotDry","Dry","Hot",2.2,1,"LID_105983",0,0,NA,0,NA,2018-01-05,2019-07-05,1,"no intestivirid","unweaned"
"VOL","LID_106625",0,0,0,11.5,100,26.9,0,0,0,1,1,1,"2018-09-12","infant",27583004,"M",250,8.196721311,0.684931507,9,2018,"ColdWet","Wet","Cold",1200.5,1,"LID_105995",3,1,NA,0,NA,2018-01-05,2019-07-05,1,"intestivirid","unweaned"
"VOL","LID_107894",0,13.6,0,0,0,0,0,1,0,0,0,0,"2019-06-07","infant",9522714,"M",518,16.98360656,1.419178082,6,2019,"ColdWet","Wet","Cold",284.9,0,NA,1,1,NA,0,NA,2018-01-05,2019-07-05,1,"intestivirid","unweaned"
"VOL","LID_107880",14.1,0,0,0,0,0,1,0,0,0,0,0,"2019-02-08","infant",10559432,"M",399,13.08196721,1.093150685,2,2019,"HotDry","Dry","Hot",54.4,0,NA,1,1,NA,0,NA,2018-01-05,2019-07-05,1,"intestivirid","unweaned"
"VOL","LID_105975",0,0,0,0,0,0,0,0,0,0,0,0,"2018-07-14","infant",8929858,"M",190,6.229508197,0.520547945,7,2018,"ColdWet","Wet","Cold",715,1,"LID_105954",0,0,NA,0,NA,2018-01-05,2019-07-05,1,"no intestivirid","unweaned"
"VOL","LID_107888",0,0,0,0,0,0,0,0,0,0,0,0,"2020-03-12","infant",11245728,"M",797,26.13114754,2.183561644,3,2020,"HotDry","Dry","Hot",9.5,0,NA,0,0,NA,1,NA,2018-01-05,2019-07-05,2,"no intestivirid","weaned"
"VYE","LID_105995",0,0,0,0,0,0,0,0,0,0,0,0,"2018-09-12","adult",570050,"F",7163,234.852459,19.62465753,9,2018,"ColdWet","Wet","Cold",1200.5,1,"LID_106625",0,0,NA,1,NA,1999-02-01,2000-08-01,3,"no intestivirid","adult"
"VYE","LID_106008",0,0,0,0,0,0,0,0,0,0,0,0,"2018-01-26","adult",10959261,"F",6934,227.3442623,18.99726027,1,2018,"ColdDry","Dry","Cold",27.6,1,"LID_108426",0,0,NA,1,NA,1999-02-01,2000-08-01,3,"no intestivirid","adult"
"VYE","LID_105983",0,0,0,36.1,0,0,0,0,0,1,0,0,"2018-02-19","adult",6415263,"F",6958,228.1311475,19.0630137,2,2018,"HotDry","Dry","Hot",2.2,1,"LID_106630",1,1,NA,1,NA,1999-02-01,2000-08-01,3,"intestivirid","adult"
"VYE","LID_106592",13,0,0,0,0,0,1,0,0,0,0,0,"2018-04-11","adult",8577190,"F",7009,229.8032787,19.20273973,4,2018,"HotDry","Dry","Hot",28.1,0,NA,1,1,NA,1,NA,1999-02-01,2000-08-01,3,"intestivirid","adult"
"VYE","LID_105973",43,0,0,0,0,18.9,1,0,0,0,0,1,"2018-11-07","adult",8471903,"F",7219,236.6885246,19.77808219,11,2018,"ColdDry","Dry","Cold",737.5,1,"LID_105987",2,1,NA,1,NA,1999-02-01,2000-08-01,3,"intestivirid","adult"
"VYE","LID_105954",0,0,0,27.7,11.8,10.5,0,0,0,1,1,1,"2018-07-14","adult",6880676,"F",7103,232.8852459,19.46027397,7,2018,"ColdWet","Wet","Cold",715,1,"LID_105975",3,1,NA,1,NA,1999-02-01,2000-08-01,3,"intestivirid","adult"
"WAK","LID_105997",0,0,34.8,29.1,0,16.1,0,0,1,1,0,1,"2018-08-07","adult",11643776,"M",4763,156.1639344,13.04931507,8,2018,"ColdWet","Wet","Cold",978.4,0,NA,3,1,NA,1,NA,2005-07-23,2007-01-23,3,"intestivirid","adult"
